title,epoch_stopped,training_time,train_acc,train_loss,val_acc,val_loss,test_acc,test_loss,test_f1_score,fold_mean_acc,fold_mean_loss,fold_mean_f1_score,fold_1_acc,fold_1_loss,fold_1_f1_score,fold_2_acc,fold_2_loss,fold_2_f1_score,fold_3_acc,fold_3_loss,fold_3_f1_score,fold_4_acc,fold_4_loss,fold_4_f1_score,fold_5_acc,fold_5_loss,fold_5_f1_score
lr=0.001_CNN,63,00:00:35,0.8086439967155457,0.5523359775543213,0.9076517224311829,0.2976602017879486,0.8957346081733704,0.3389749825000763,0.8955250512234754,0.9105317831039429,0.29578508734703063,0.9103412414024958,0.9129287600517273,0.3417799472808838,0.9128240247325112,0.8997361660003662,0.3055761754512787,0.898949248428139,0.920844316482544,0.2655080556869507,0.9205693731952432,0.9036939144134521,0.28029665350914,0.903624957539603,0.9154557585716248,0.2857646048069,0.9157386031169836
lr=0.0001_CNN,129,00:00:53,0.5869349837303162,1.1347028017044067,0.7124010324478149,0.839298665523529,0.7274881601333618,0.8141870498657227,0.7256672193260827,0.5692788183689117,1.2233485579490662,0.5688967113789672,0.7453826069831848,0.8285761475563049,0.7467581426064769,0.4841688573360443,1.406489372253418,0.48071535037160085,0.6094986796379089,1.1272096633911133,0.6106237885730961,0.44063323736190796,1.4941266775131226,0.43969964043082915,0.5667107105255127,1.260340929031372,0.5666866349128331
lr=0.01_LSTM,23,00:00:32,0.20092378556728363,1.9278165102005005,0.20184697210788727,1.9279829263687134,0.2014217972755432,1.9293817281723022,0.06753788197463005,0.20401111543178557,1.9248778343200683,0.07143773946134817,0.20316623151302338,1.9273208379745483,0.06861315558024349,0.20184697210788727,1.9129282236099243,0.06779931010313697,0.21108178794384003,1.9196300506591797,0.08501344510232164,0.20184697210788727,1.9372038841247559,0.06779931010313697,0.20211361348628998,1.9273061752319336,0.06796347641790179
lr=0.001_LSTM,12,00:00:18,0.18013857305049896,1.9821100234985352,0.19788917899131775,1.9244505167007446,0.19668246805667877,1.9212442636489868,0.10204309211836392,0.20216415226459503,1.9276939392089845,0.06799491246151124,0.20316623151302338,1.9208170175552368,0.06861315558024349,0.20184697210788727,1.9308022260665894,0.06779931010313697,0.20184697210788727,1.9305182695388794,0.06779931010313697,0.20184697210788727,1.9280318021774292,0.06779931010313697,0.20211361348628998,1.928300380706787,0.06796347641790179
lr=0.0001_LSTM,135,00:02:42,0.8802375197410583,0.34839895367622375,0.7757256031036377,0.7514514327049255,0.7464454770088196,0.7792072892189026,0.7429968635785963,0.8097133874893189,0.720483946800232,0.8092747268108674,0.7902374863624573,0.813707172870636,0.7890858235382181,0.837730884552002,0.5804634690284729,0.8379223973115106,0.8245382308959961,0.685653030872345,0.8224054984568,0.7823218703269958,0.8345763087272644,0.7833209330228748,0.8137384653091431,0.6880197525024414,0.8136389817249337
lr=0.01_CNN-LSTM,30,00:00:24,0.8686901926994324,0.3879680633544922,0.8482849597930908,0.4635908603668213,0.8530805706977844,0.4650631546974182,0.8521231309845474,0.860125195980072,0.45168423652648926,0.8601345779298507,0.8337730765342712,0.5550158619880676,0.8349361712536157,0.8601583242416382,0.43790021538734436,0.8601425209267416,0.8667545914649963,0.4253678321838379,0.865337806649606,0.8654353618621826,0.4639618694782257,0.8651818656728076,0.8745046257972717,0.3761754035949707,0.8750745251464825
lr=0.001_CNN-LSTM,72,00:00:52,0.9755856394767761,0.07100047916173935,0.936675488948822,0.23351292312145233,0.9312795996665955,0.2783908247947693,0.930983235653599,0.9461560130119324,0.2027246445417404,0.9460868609150731,0.9459102749824524,0.2636803388595581,0.9456837859171308,0.9472295641899109,0.19616109132766724,0.947289197180217,0.9511873126029968,0.18532685935497284,0.951342186524524,0.9551451206207275,0.1677403450012207,0.9548170216978582,0.9313077926635742,0.2007145881652832,0.9313021132556359
lr=0.0001_CNN-LSTM,49,00:00:36,0.5823160409927368,1.1419910192489624,0.7058047652244568,0.8811008930206299,0.7393364906311035,0.8506945371627808,0.7385607569025828,0.7616880893707275,0.7198004841804504,0.7620436110031062,0.6503957509994507,1.0075372457504272,0.6524856356902607,0.8430079221725464,0.5297157168388367,0.843305007789258,0.7506596446037292,0.7564191222190857,0.7502626218835572,0.7664907574653625,0.7102999687194824,0.7660492064447753,0.7978863716125488,0.5950303673744202,0.7981155832076802
lr=0.01_Deep_ANN,24,00:00:17,0.9455625414848328,0.17977029085159302,0.8997361660003662,0.36050406098365784,0.9099525809288025,0.35141244530677795,0.909488915905724,0.9419361114501953,0.20250153541564941,0.9420424482666041,0.9511873126029968,0.24682855606079102,0.951144815475527,0.9511873126029968,0.17834889888763428,0.9513855311411549,0.9313983917236328,0.1866869181394577,0.9316593317336496,0.9379947185516357,0.20481270551681519,0.9380319170241768,0.9379128217697144,0.1958305984735489,0.9379906459585127
lr=0.001_Deep_ANN,33,00:00:18,0.988452672958374,0.04435567557811737,0.9643799662590027,0.15367956459522247,0.9549763202667236,0.2090642750263214,0.9548590171903336,0.9646316051483155,0.1386205330491066,0.9646126898337917,0.9525066018104553,0.16995547711849213,0.9524025592929791,0.9722955226898193,0.1284848004579544,0.9723878861498636,0.9749340415000916,0.08318960666656494,0.9749170173670751,0.9696570038795471,0.11469759792089462,0.9696548983186333,0.9537648558616638,0.1967751830816269,0.9537010880404079
lr=0.0001_Deep_ANN,46,00:00:21,0.9736060500144958,0.1099511981010437,0.9696570038795471,0.10713127255439758,0.9668246507644653,0.142241969704628,0.9667692374732834,0.9722860932350159,0.10189877972006797,0.9722955356601911,0.9617414474487305,0.15402117371559143,0.9616511992023306,0.9762532711029053,0.09258078783750534,0.9763003440361635,0.9709762334823608,0.08439373970031738,0.9709491949395476,0.9881266355514526,0.05909953638911247,0.988127836107057,0.9643328785896301,0.11939866095781326,0.9644491040158569
